Unnamed: 0,time,title,Tuples,s,p,o,sp,po,spo,open price change,close price change
144,20070404 04:57 PM EDT,"After search, Google finds snake in office","('snake', 'is in', 'office')",snake,is in,office,snake is in,is in office,snake is in office,4.02990699999998,-0.7870489999999677
145,20070404 03:58 PM EDT,Google enters TV ad sales market with EchoStar,"('Google', 'enters TV ad sales market with', 'EchoStar')",Google,enters TV ad sales market with,EchoStar,Google enters TV ad sales market with,enters TV ad sales market with EchoStar,Google enters TV ad sales market with EchoStar,4.02990699999998,-0.7870489999999677
146,20070405 03:18 PM EDT,CORRECTED - Google's executive billionaires take $1 salaries,"('CORRECTED Google', 'has', 'executive billionaires')",CORRECTED Google,has,executive billionaires,CORRECTED Google has,has executive billionaires,CORRECTED Google has executive billionaires,-0.418440999999973,0.24407999999996832
147,20070405 02:01 AM EDT,Google lets users create own maps,"('users', 'create', 'maps')",users,create,maps,users create,create maps,users create maps,-0.418440999999973,0.24407999999996832
148,20070406 05:24 PM EDT,AOL launches search ad service with Google,"('AOL', 'launches search ad service with', 'Google')",AOL,launches search ad service with,Google,AOL launches search ad service with,launches search ad service with Google,AOL launches search ad service with Google,-0.418440999999973,0.24407999999996832
149,20070407 07:54 PM EDT,AOL launches search ad service with Google,"('AOL', 'launches search ad service with', 'Google')",AOL,launches search ad service with,Google,AOL launches search ad service with,launches search ad service with Google,AOL launches search ad service with Google,-0.418440999999973,0.24407999999996832
150,20070407 07:52 PM EDT,"AFP, Google News settle lawsuit over Google News","('AFP', 'settle', 'lawsuit')",AFP,settle,lawsuit,AFP settle,settle lawsuit,AFP settle lawsuit,-0.418440999999973,0.24407999999996832
151,20070407 01:56 PM EDT,Google tests directory assistance for phones,"('Google', 'tests', 'directory assistance for phones')",Google,tests,directory assistance for phones,Google tests,tests directory assistance for phones,Google tests directory assistance for phones,-0.418440999999973,0.24407999999996832
152,20070408 07:25 PM EDT,"AFP, Google News settle lawsuit over Google News","('AFP', 'settle', 'lawsuit')",AFP,settle,lawsuit,AFP settle,settle lawsuit,AFP settle lawsuit,0.8368679999999813,-1.6438449999999705
153,20070408 06:34 PM EDT,AOL launches search ad service with Google,"('AOL', 'launches search ad service with', 'Google')",AOL,launches search ad service with,Google,AOL launches search ad service with,launches search ad service with Google,AOL launches search ad service with Google,0.8368679999999813,-1.6438449999999705
154,20070409 10:30 AM EDT,"AFP, Google News settle lawsuit over Google News","('AFP', 'settle', 'lawsuit')",AFP,settle,lawsuit,AFP settle,settle lawsuit,AFP settle lawsuit,0.8368679999999813,-1.6438449999999705
155,20070409 08:43 AM EDT,Google bows to China portal Sohu's apology demand,"('China portal Sohu', 'to', 'apology demand')",China portal Sohu,to,apology demand,China portal Sohu to,to apology demand,China portal Sohu to apology demand,0.8368679999999813,-1.6438449999999705
156,20070409 01:00 AM EDT,AOL launches search ad service with Google,"('AOL', 'launches search ad service with', 'Google')",AOL,launches search ad service with,Google,AOL launches search ad service with,launches search ad service with Google,AOL launches search ad service with Google,0.8368679999999813,-1.6438449999999705
157,20070410 08:32 PM EDT,Google talking to DirecTV on TV advertising: report,"('Google', 'talking on', 'TV advertising')",Google,talking on,TV advertising,Google talking on,talking on TV advertising,Google talking on TV advertising,-2.9340060000000108,-0.8518060000000105
158,20070410 06:48 PM EDT,Google Earth maps atrocities in Darfur,"('atrocities', 'is in', 'Darfur')",atrocities,is in,Darfur,atrocities is in,is in Darfur,atrocities is in Darfur,-2.9340060000000108,-0.8518060000000105
159,20070410 05:52 PM EDT,Google Earth maps atrocities in Darfur,"('atrocities', 'is in', 'Darfur')",atrocities,is in,Darfur,atrocities is in,is in Darfur,atrocities is in Darfur,-2.9340060000000108,-0.8518060000000105
160,20070410 05:52 PM EDT,Google Earth maps atrocities in Darfur,"('atrocities', 'is in', 'Darfur')",atrocities,is in,Darfur,atrocities is in,is in Darfur,atrocities is in Darfur,-2.9340060000000108,-0.8518060000000105
161,20070411 12:39 PM EDT,Google draws 64 pct of US search queries: Hitwise,"('Google', 'draws', '64 pct of US queries')",Google,draws,64 pct of US queries,Google draws,draws 64 pct of US queries,Google draws 64 pct of US queries,-0.5130770000000098,-0.9813240000000292
162,20070411 12:10 PM EDT,Google to open R&D; center in Poland,"('center', 'is in', 'Poland')",center,is in,Poland,center is in,is in Poland,center is in Poland,-0.5130770000000098,-0.9813240000000292
163,20070411 03:19 AM EDT,Google Earth maps atrocities in Darfur,"('atrocities', 'is in', 'Darfur')",atrocities,is in,Darfur,atrocities is in,is in Darfur,atrocities is in Darfur,-0.5130770000000098,-0.9813240000000292
164,20070412 11:23 AM EDT,Google Earth maps atrocities in Darfur,"('atrocities', 'is in', 'Darfur')",atrocities,is in,Darfur,atrocities is in,is in Darfur,atrocities is in Darfur,-1.0261529999999652,1.4246680000000254
165,20070412 03:04 AM EDT,Google draws 64 pct of U.S. search queries: Hitwise,"('Google', 'draws', '64 pct of U.S. search queries')",Google,draws,64 pct of U.S. search queries,Google draws,draws 64 pct of U.S. search queries,Google draws 64 pct of U.S. search queries,-1.0261529999999652,1.4246680000000254
166,20070413 09:47 PM EDT,Google to pay $3.1 bln for DoubleClick ad business,"('Google', 'pay', '3.1 bln')",Google,pay,3.1 bln,Google pay,pay 3.1 bln,Google pay 3.1 bln,2.2166899999999714,-0.5479430000000036
169,20070413 06:20 PM EDT,Google to buy ad network DoubleClick for $3.1 bln,"('Google', 'buy', 'ad network DoubleClick')",Google,buy,ad network DoubleClick,Google buy,buy ad network DoubleClick,Google buy ad network DoubleClick,2.2166899999999714,-0.5479430000000036
171,20070413 01:01 PM EDT,Google launches UK version of Checkout system,"('Google', 'launches', 'UK version')",Google,launches,UK version,Google launches,launches UK version,Google launches UK version,2.2166899999999714,-0.5479430000000036
172,20070415 10:46 PM EDT,Google rivals urge antitrust scrutiny of deal,"('Google rivals', 'urge', 'scrutiny of deal')",Google rivals,urge,scrutiny of deal,Google rivals urge,urge scrutiny of deal,Google rivals urge scrutiny of deal,0.004989000000023225,3.975097000000005
173,20070415 10:45 PM EDT,"Google, Clear Channel in broad U.S. radio ads deal","('Clear Channel', 'is in', 'broad U.S. radio ads')",Clear Channel,is in,broad U.S. radio ads,Clear Channel is in,is in broad U.S. radio ads,Clear Channel is in broad U.S. radio ads,0.004989000000023225,3.975097000000005
174,20070415 08:14 AM EDT,Google to pay $3.1 bln for DoubleClick ad business,"('Google', 'pay', '3.1 bln')",Google,pay,3.1 bln,Google pay,pay 3.1 bln,Google pay 3.1 bln,0.004989000000023225,3.975097000000005
176,20070416 05:53 PM EDT,Web advertisers climb on Google's DoubleClick buy,"('Google', 'on', 'DoubleClick')",Google,on,DoubleClick,Google on,on DoubleClick,Google on DoubleClick,0.004989000000023225,3.975097000000005
177,20070416 08:26 AM EDT,Clear Channel and Google confirm they will jointly drive radio advertiser expansion ,"('they', 'jointly drive', 'radio advertiser expansion')",they,jointly drive,radio advertiser expansion,they jointly drive,jointly drive radio advertiser expansion,they jointly drive radio advertiser expansion,0.004989000000023225,3.975097000000005
178,20070416 03:05 AM EDT,Google to acquire DoubleClick,"('Google', 'acquire', 'DoubleClick')",Google,acquire,DoubleClick,Google acquire,acquire DoubleClick,Google acquire DoubleClick,0.004989000000023225,3.975097000000005
179,20070416 01:10 AM EDT,Google rivals urge antitrust scrutiny of deal,"('Google rivals', 'urge', 'scrutiny of deal')",Google rivals,urge,scrutiny of deal,Google rivals urge,urge scrutiny of deal,Google rivals urge scrutiny of deal,0.004989000000023225,3.975097000000005
180,20070417 04:44 PM EDT,UPDATE 1-Google knocks Viacom tactics in piracy suit,"('UPDATE Google', 'knocks', 'Viacom tactics')",UPDATE Google,knocks,Viacom tactics,UPDATE Google knocks,knocks Viacom tactics,UPDATE Google knocks Viacom tactics,2.6600190000000055,-0.7322540000000117
181,20070417 03:31 PM EDT,Google CEO knocks Viacom tactics in piracy suit,"('Google CEO', 'knocks Viacom tactics in', 'piracy suit')",Google CEO,knocks Viacom tactics in,piracy suit,Google CEO knocks Viacom tactics in,knocks Viacom tactics in piracy suit,Google CEO knocks Viacom tactics in piracy suit,2.6600190000000055,-0.7322540000000117
182,20070417 02:55 PM EDT,Google adds presentation software to Google Docs,"('Google', 'adds', 'presentation software')",Google,adds,presentation software,Google adds,adds presentation software,Google adds presentation software,2.6600190000000055,-0.7322540000000117
184,20070417 06:06 AM EDT,"Google, Clear Channel in broad U.S. radio ads deal","('Clear Channel', 'is in', 'broad U.S. radio ads')",Clear Channel,is in,broad U.S. radio ads,Clear Channel is in,is in broad U.S. radio ads,Clear Channel is in broad U.S. radio ads,2.6600190000000055,-0.7322540000000117
187,20070418 05:57 PM EDT,UPDATE 1-US judge refuses to dismiss Google trademark suit,"('UPDATE 1 US judge', 'dismiss', 'Google trademark suit')",UPDATE 1 US judge,dismiss,Google trademark suit,UPDATE 1 US judge dismiss,dismiss Google trademark suit,UPDATE 1 US judge dismiss Google trademark suit,-1.265258000000017,1.598998999999992
188,20070418 05:45 PM EDT,Judge refuses to dismiss Google trademark suit,"('Judge', 'dismiss', 'Google trademark suit')",Judge,dismiss,Google trademark suit,Judge dismiss,dismiss Google trademark suit,Judge dismiss Google trademark suit,-1.265258000000017,1.598998999999992
189,20070418 12:48 AM EDT,Google adds presentation software to Google Docs,"('Google', 'adds', 'presentation software')",Google,adds,presentation software,Google adds,adds presentation software,Google adds presentation software,-1.265258000000017,1.598998999999992
190,20070419 08:10 PM EDT,Google net tops expectations and shares rise,"('Google net', 'tops', 'expectations')",Google net,tops,expectations,Google net tops,tops expectations,Google net tops expectations,1.6139520000000118,-2.171859999999981
191,20070419 05:58 PM EDT,"Google net tops expectations, shares rise","('Google net', 'tops', 'expectations')",Google net,tops,expectations,Google net tops,tops expectations,Google net tops expectations,1.6139520000000118,-2.171859999999981
192,20070419 05:34 PM EDT,"Google qtrly net tops expectations, shares rise","('Google', 'tops', 'expectations')",Google,tops,expectations,Google tops,tops expectations,Google tops expectations,1.6139520000000118,-2.171859999999981
195,20070419 06:29 AM EDT,"Wall St set for weaker start; Google, Merrill eyed","('Wall St', 'set for', 'start')",Wall St,set for,start,Wall St set for,set for start,Wall St set for start,1.6139520000000118,-2.171859999999981
196,20070419 04:31 AM EDT,US judge refuses to dismiss Google trademark suit,"('US judge', 'dismiss', 'Google trademark suit')",US judge,dismiss,Google trademark suit,US judge dismiss,dismiss Google trademark suit,US judge dismiss Google trademark suit,1.6139520000000118,-2.171859999999981
197,20070420 10:24 PM EDT,Privacy groups challenge Google's DoubleClick deal,"('Google', 'has', 'DoubleClick deal')",Google,has,DoubleClick deal,Google has,has DoubleClick deal,Google has DoubleClick deal,7.9800869999999975,5.3947909999999695
199,20070420 06:25 PM EDT,Google shares climb as results top expectations,"('Google shares', 'climb as', 'results top expectations')",Google shares,climb as,results top expectations,Google shares climb as,climb as results top expectations,Google shares climb as results top expectations,7.9800869999999975,5.3947909999999695
200,20070420 05:29 PM EDT,Lower taxes loom large in Google earnings surprise,"('taxes', 'loom in', 'Google earnings surprise')",taxes,loom in,Google earnings surprise,taxes loom in,loom in Google earnings surprise,taxes loom in Google earnings surprise,7.9800869999999975,5.3947909999999695
202,20070420 12:44 PM EDT,Google climbs as results beat expectations,"('results', 'beat', 'expectations')",results,beat,expectations,results beat,beat expectations,results beat expectations,7.9800869999999975,5.3947909999999695
203,20070420 09:58 AM EDT,Google's DoubleClick deal raises issues -WPP chief,"('Google', 'has', 'DoubleClick deal')",Google,has,DoubleClick deal,Google has,has DoubleClick deal,Google has DoubleClick deal,7.9800869999999975,5.3947909999999695
204,20070420 09:02 AM EDT,"US STOCKS-Futures surge, boosted by Google, Caterpillar","('US STOCKS Futures surge', 'boosted by', 'Google')",US STOCKS Futures surge,boosted by,Google,US STOCKS Futures surge boosted by,boosted by Google,US STOCKS Futures surge boosted by Google,7.9800869999999975,5.3947909999999695
205,20070420 07:09 AM EDT,Google qtrly net tops expectations and shares rise,"('Google', 'tops', 'expectations')",Google,tops,expectations,Google tops,tops expectations,Google tops expectations,7.9800869999999975,5.3947909999999695
